"gene"	"chr"	"start"	"end"	"size"	"ARtal"	"enhid"
"BDP1"	"5"	71045581	71046123	543	9	20008
"LINC01333"	"5"	73363588	73364080	493	9	20011
"LINC01331"	"5"	73363588	73364080	493	9	20011
"ENC1"	"5"	73363588	73364080	493	9	20011
"HEXB"	"5"	73363588	73364080	493	9	20011
"AGGF1"	"5"	76315633	76316136	504	9	20013
"ZBED3-AS1"	"5"	76315633	76316136	504	9	20013
"ZBED3"	"5"	76315633	76316136	504	9	20013
"SNORA47"	"5"	76315633	76316136	504	9	20013
"F2RL1"	"5"	76315633	76316136	504	9	20013
"S100Z"	"5"	76315633	76316136	504	9	20013
"SERINC5"	"5"	79424831	79425430	600	9	20014
"SERINC5"	"5"	79564786	79565265	480	9	20015
"LOC644936"	"5"	79564786	79565265	480	9	20015
"RFESD"	"5"	95667244	95667773	530	9	20020
"LINC01554"	"5"	95667244	95667773	530	9	20020
"LOC101929710"	"5"	95667244	95667773	530	9	20020
"ELL2"	"5"	95667244	95667773	530	9	20020
"ZNF608"	"5"	124348386	124348888	503	9	20028
"TEX43"	"5"	126210980	126211436	457	9	20030
"CTXN3"	"5"	126885280	126885636	357	9	20032
"CCDC192"	"5"	127001951	127002436	486	9	20033
"LINC01184"	"5"	127001951	127002436	486	9	20033
"SLC12A2"	"5"	127001951	127002436	486	9	20033
"CTXN3"	"5"	127001951	127002436	486	9	20033
"HSPA4"	"5"	132188981	132189431	451	9	20039
"RAD50"	"5"	132188981	132189431	451	9	20039
"GDF9"	"5"	132188981	132189431	451	9	20039
"UQCRQ"	"5"	132188981	132189431	451	9	20039
"LEAP2"	"5"	132188981	132189431	451	9	20039
"SHROOM1"	"5"	132188981	132189431	451	9	20039
"AFF4"	"5"	132835536	132836034	499	9	20040
"HSPA4"	"5"	132835536	132836034	499	9	20040
"ANKHD1"	"5"	139707788	139708373	586	9	20045
"ANKHD1-EIF4EBP3"	"5"	139707788	139708373	586	9	20045
"HARS"	"5"	139707788	139708373	586	9	20045
"HARS2"	"5"	139707788	139708373	586	9	20045
"ZMAT2"	"5"	139707788	139708373	586	9	20045
"IGIP"	"5"	139707788	139708373	586	9	20045
"PFDN1"	"5"	139707788	139708373	586	9	20045
"MIR145"	"5"	149010181	149010686	506	9	20050
"HMGXB3"	"5"	149010181	149010686	506	9	20050
"TIGD6"	"5"	149010181	149010686	506	9	20050
"DUSP1"	"5"	172276830	172277257	428	9	20063
"BOD1"	"5"	173329673	173330107	435	9	20065
"ATP6V0E1"	"5"	173329673	173330107	435	9	20065
"RIPK1"	"6"	3068727	3069340	614	9	20068
"C6orf52"	"6"	10618493	10619002	510	9	20072
"PAK1IP1"	"6"	10618493	10619002	510	9	20072
"ELOVL2"	"6"	11021167	11021631	465	9	20073
"LOC101928191"	"6"	11021167	11021631	465	9	20073
"JARID2"	"6"	15073818	15074315	498	9	20079
"JARID2-AS1"	"6"	15073818	15074315	498	9	20079
"GMNN"	"6"	25119152	25119652	501	9	20085
"LEMD2"	"6"	33798739	33799482	744	9	20090
"SNRPC"	"6"	34618548	34619036	489	9	20092
"SPDEF"	"6"	34618548	34619036	489	9	20092
"SRSF3"	"6"	36390983	36391606	624	9	20094
"KCTD20"	"6"	36390983	36391606	624	9	20094
"PXT1"	"6"	36390983	36391606	624	9	20094
"GTPBP2"	"6"	43635552	43636440	889	9	20099
"MAD2L1BP"	"6"	43635552	43636440	889	9	20099
"VEGFA"	"6"	43635552	43636440	889	9	20099
"CD2AP"	"6"	47408302	47408840	539	9	20102
"CD2AP"	"6"	47427877	47428439	563	9	20103
"TNFRSF21"	"6"	47427877	47428439	563	9	20103
"FBXO9"	"6"	52876527	52877086	560	9	20106
"ICK"	"6"	52876527	52877086	560	9	20106
"GSTA4"	"6"	52876527	52877086	560	9	20106
"RN7SK"	"6"	52876527	52877086	560	9	20106
"LINC00472"	"6"	72103240	72103952	713	9	20114
"MAP3K5"	"6"	137018090	137018502	413	9	20138
"LOC101928429"	"6"	137018090	137018502	413	9	20138
"IFNGR1"	"6"	137908734	137909277	544	9	20139
"VTA1"	"6"	142727265	142727740	476	9	20144
"NMBR"	"6"	142727265	142727740	476	9	20144
"ADGRG6"	"6"	142727265	142727740	476	9	20144
"TFB1M"	"6"	155509390	155510002	613	9	20150
"MIR1273C"	"6"	155509390	155510002	613	9	20150
"ARID1B"	"6"	155509390	155510002	613	9	20150
"MIR4466"	"6"	155509390	155510002	613	9	20150
"SNX9"	"6"	158177790	158178302	513	9	20153
"TMEM242"	"6"	158177790	158178302	513	9	20153
"SYNJ2"	"6"	158481438	158481940	503	9	20154
"SYNJ2-IT1"	"6"	158481438	158481940	503	9	20154
"DYNLT1"	"6"	159084752	159085240	489	9	20156
"MIR339"	"7"	807323	808193	871	9	20165
"INTS1"	"7"	807323	808193	871	9	20165
"SUN1"	"7"	807323	808193	871	9	20165
"LOC105375115"	"7"	807323	808193	871	9	20165
"PDGFA"	"7"	807323	808193	871	9	20165
"HRAT92"	"7"	807323	808193	871	9	20165
"PRKAR1B"	"7"	807323	808193	871	9	20165
"DNAAF5"	"7"	807323	808193	871	9	20165
"TMEM184A"	"7"	2032870	2033425	556	9	20166
"GNA12"	"7"	2756973	2757571	599	9	20168
"TTYH3"	"7"	2756973	2757571	599	9	20168
"LOC100506178"	"7"	22757770	22758420	651	9	20176
"LOC401312"	"7"	22757770	22758420	651	9	20176
"KIAA0087"	"7"	26555020	26555523	504	9	20179
"LOC105375218"	"7"	30265571	30266025	455	9	20182
"ZNRF2"	"7"	30265571	30266025	455	9	20182
"MIR550B1"	"7"	30265571	30266025	455	9	20182
"MIR550A1"	"7"	30265571	30266025	455	9	20182
"NUDCD3"	"7"	44510923	44511424	502	9	20191
"GRB10"	"7"	50859671	50860076	406	9	20195
"SEMA3C"	"7"	80334671	80335523	853	9	20202
"DNAJC2"	"7"	102948031	102948575	545	9	20218
"PSMC2"	"7"	102948031	102948575	545	9	20218
"PMPCB"	"7"	102948031	102948575	545	9	20218
"PMPCB"	"7"	103013675	103014073	399	9	20219
"DNAJC2"	"7"	103013675	103014073	399	9	20219
"PSMC2"	"7"	103013675	103014073	399	9	20219
"PUS7"	"7"	105698775	105699271	497	9	20223
"SYPL1"	"7"	105698775	105699271	497	9	20223
"BRAF"	"7"	140609629	140610071	443	9	20233
"MRPS33"	"7"	140609629	140610071	443	9	20233
"MKRN1"	"7"	140609629	140610071	443	9	20233
"ADCK2"	"7"	140609629	140610071	443	9	20233
"NDUFB2-AS1"	"7"	140609629	140610071	443	9	20233
"NDUFB2"	"7"	140609629	140610071	443	9	20233
"ZNF212"	"7"	148903075	148903571	497	9	20236
"ZNF783"	"7"	148903075	148903571	497	9	20236
"LOC155060"	"7"	148903075	148903571	497	9	20236
"ZNF425"	"7"	148903075	148903571	497	9	20236
"ZNF398"	"7"	148903075	148903571	497	9	20236
"ZNF282"	"7"	148903075	148903571	497	9	20236
"MNX1"	"7"	156720273	156720779	507	9	20240
"MNX1-AS1"	"7"	156720273	156720779	507	9	20240
"NOM1"	"7"	156720273	156720779	507	9	20240
"UBE3C"	"7"	156720273	156720779	507	9	20240
"FAM86B3P"	"8"	8514480	8514999	520	9	20246
"PRAG1"	"8"	8514480	8514999	520	9	20246
"FGL1"	"8"	17707565	17708084	520	9	20248
"PCM1"	"8"	17707565	17708084	520	9	20248
"MIR548V"	"8"	17707565	17708084	520	9	20248
"MTUS1"	"8"	17707565	17708084	520	9	20248
"PSD3"	"8"	18757084	18757545	462	9	20249
"SH2D4A"	"8"	18757084	18757545	462	9	20249
"SMIM18"	"8"	30280593	30281100	508	9	20253
"GTF2E2"	"8"	30280593	30281100	508	9	20253
"GSR"	"8"	30280593	30281100	508	9	20253
"SARAF"	"8"	30280593	30281100	508	9	20253
"DCTN6"	"8"	30280593	30281100	508	9	20253
"ADAM9"	"8"	39680522	39681105	584	9	20255
"TM2D2"	"8"	39680522	39681105	584	9	20255
"C8orf4"	"8"	39904399	39904861	463	9	20256
"AP3M2"	"8"	41962096	41962704	609	9	20260
"LOC105379393"	"8"	41962096	41962704	609	9	20260
"KAT6A"	"8"	41962096	41962704	609	9	20260
"POMK"	"8"	42765672	42766165	494	9	20262
"FNTA"	"8"	42765672	42766165	494	9	20262
"THAP1"	"8"	42765672	42766165	494	9	20262
"RNF170"	"8"	42765672	42766165	494	9	20262
"HOOK3"	"8"	42765672	42766165	494	9	20262
"MIR4469"	"8"	42765672	42766165	494	9	20262
"SNAI2"	"8"	49426734	49427329	596	9	20264
"PCMTD1"	"8"	53254839	53255393	555	9	20266
"DNAJC5B"	"8"	66918934	66919441	508	9	20268
"MTFR1"	"8"	66918934	66919441	508	9	20268
"PDE7A"	"8"	66918934	66919441	508	9	20268
"RPL7"	"8"	74390327	74390896	570	9	20274
"RDH10"	"8"	74390327	74390896	570	9	20274
"C8orf59"	"8"	86145477	86145938	462	9	20280
"WWP1"	"8"	87120929	87121479	551	9	20281
"CPNE3"	"8"	87120929	87121479	551	9	20281
"RMDN1"	"8"	87120929	87121479	551	9	20281
"TMEM64"	"8"	91639134	91639689	556	9	20282
"UTP23"	"8"	117815096	117815645	550	9	20292
"DEPTOR"	"8"	120931884	120932468	585	9	20294
"DEPTOR"	"8"	120949634	120950079	446	9	20295
"CCAT1"	"8"	128105730	128106193	464	9	20297
"CASC11"	"8"	128105730	128106193	464	9	20297
"MYC"	"8"	128105730	128106193	464	9	20297
"PVT1"	"8"	128105730	128106193	464	9	20297
"MIR1204"	"8"	128105730	128106193	464	9	20297
"TMEM75"	"8"	128105730	128106193	464	9	20297
"PCAT1"	"8"	128105730	128106193	464	9	20297
"CASC19"	"8"	128105730	128106193	464	9	20297
"PCAT2"	"8"	128105730	128106193	464	9	20297
"PRNCR1"	"8"	128105730	128106193	464	9	20297
"FAM84B"	"8"	128812896	128813393	498	9	20298
"MIR1207"	"8"	128896534	128897139	606	9	20299
"CCAT1"	"8"	128896534	128897139	606	9	20299
"CASC11"	"8"	128896534	128897139	606	9	20299
"MYC"	"8"	128896534	128897139	606	9	20299
"TMEM75"	"8"	128896534	128897139	606	9	20299
"NDRG1"	"8"	134224379	134224909	531	9	20301
"ST3GAL1"	"8"	135570845	135571295	451	9	20302
"RFX3"	"9"	3614674	3615100	427	9	20306
"C9orf72"	"9"	27652678	27653178	501	9	20313
"TMEM2"	"9"	74575582	74576086	505	9	20318
"C9orf85"	"9"	74575582	74576086	505	9	20318
"ABHD17B"	"9"	74575582	74576086	505	9	20318
"TMEM2"	"9"	75192328	75192928	601	9	20319
"C9orf85"	"9"	75192328	75192928	601	9	20319
"ABHD17B"	"9"	75192328	75192928	601	9	20319
"LINC01504"	"9"	75192328	75192928	601	9	20319
"ZFAND5"	"9"	75192328	75192928	601	9	20319
"TMC1"	"9"	75192328	75192928	601	9	20319
"RASEF"	"9"	85781162	85781686	525	9	20326
"CKS2"	"9"	92869263	92869836	574	9	20329
"MIR3153"	"9"	92869263	92869836	574	9	20329
"SECISBP2"	"9"	92869263	92869836	574	9	20329
"ZNF462"	"9"	109728712	109729178	467	9	20331
"ATP6V1G1"	"9"	117320513	117321135	623	9	20338
"TMEM268"	"9"	117320513	117321135	623	9	20338
"WHRN"	"9"	117320513	117321135	623	9	20338
"CDK5RAP2"	"9"	123333692	123334402	711	9	20342
"MEGF9"	"9"	123333692	123334402	711	9	20342
"FAM129B"	"9"	130307710	130308286	577	9	20345
"SH2D3C"	"9"	130307710	130308286	577	9	20345
"MIR3960"	"9"	130307710	130308286	577	9	20345
"MIR2861"	"9"	130307710	130308286	577	9	20345
"CDK9"	"9"	130307710	130308286	577	9	20345
"FAM102A"	"9"	130307710	130308286	577	9	20345
"ZNF79"	"9"	130307710	130308286	577	9	20345
"FPGS"	"9"	130307710	130308286	577	9	20345
"ST6GALNAC4"	"9"	130307710	130308286	577	9	20345
"NAIF1"	"9"	130307710	130308286	577	9	20345
"SLC25A25"	"9"	130307710	130308286	577	9	20345
"PRRC2B"	"9"	134248458	134249162	705	9	20349
"SNORD62A"	"9"	134248458	134249162	705	9	20349
"SNORD62B"	"9"	134248458	134249162	705	9	20349
"NUP214"	"9"	134248458	134249162	705	9	20349
"DDX31"	"9"	135514778	135515447	670	9	20352
"GTF3C4"	"9"	135514778	135515447	670	9	20352
"SURF6"	"9"	136013203	136013736	534	9	20354
"MIR4669"	"9"	137326710	137327236	527	9	20355
"RPS6KA3"	"X"	21991988	21992575	588	9	20363
"MBTPS2"	"X"	21991988	21992575	588	9	20363
"YY2"	"X"	21991988	21992575	588	9	20363
"SMS"	"X"	21991988	21992575	588	9	20363
"DIAPH2"	"X"	95661998	95662789	792	9	20373
"LAMP2"	"X"	119580398	119580838	441	9	20378
"NKAPP1"	"X"	119580398	119580838	441	9	20378
"ZBTB33"	"X"	119580398	119580838	441	9	20378
"AIFM1"	"X"	129332998	129333648	651	9	20384
"FGF13"	"X"	138147099	138147698	600	9	20389
"ATAD3A"	"1"	1440095	1440613	519	8	20392
"TPRG1L"	"1"	3447655	3448395	741	8	20393
"PANK4"	"1"	3447655	3448395	741	8	20393
"HES5"	"1"	3447655	3448395	741	8	20393
"ARHGEF16"	"1"	3447655	3448395	741	8	20393
"PADI6"	"1"	17624454	17624954	501	8	20407
"CAPZB"	"1"	19770813	19771308	496	8	20409
"LOC105378614"	"1"	19770813	19771308	496	8	20409
"MINOS1"	"1"	19770813	19771308	496	8	20409
"MINOS1-NBL1"	"1"	19770813	19771308	496	8	20409
"RPS14P3"	"1"	19770813	19771308	496	8	20409
"SRRM1"	"1"	24981893	24982347	455	8	20418
"SYF2"	"1"	25525101	25525545	445	8	20419
"MIR4425"	"1"	25525101	25525545	445	8	20419
"CEP85"	"1"	26424143	26424613	471	8	20421
"PIGV"	"1"	27024708	27025252	545	8	20422
"SNHG3"	"1"	28759651	28760108	458	8	20423
"RCC1"	"1"	28759651	28760108	458	8	20423
"SNORA73A"	"1"	28759651	28760108	458	8	20423
"SNORA73B"	"1"	28759651	28760108	458	8	20423
"PHACTR4"	"1"	28759651	28760108	458	8	20423
"MED18"	"1"	28759651	28760108	458	8	20423
"THRAP3"	"1"	36616395	36617063	669	8	20425
"SH3D21"	"1"	36616395	36617063	669	8	20425
"STK40"	"1"	36616395	36617063	669	8	20425
"SCMH1"	"1"	41681343	41681672	330	8	20427
"CTPS1"	"1"	41681343	41681672	330	8	20427
"SLC2A1"	"1"	43408958	43409401	444	8	20429
"SLC2A1-AS1"	"1"	43408958	43409401	444	8	20429
"CFAP57"	"1"	43408958	43409401	444	8	20429
"EBNA1BP2"	"1"	43408958	43409401	444	8	20429
"MIR6733"	"1"	43408958	43409401	444	8	20429
"CDC20"	"1"	43408958	43409401	444	8	20429
"MIR6734"	"1"	43408958	43409401	444	8	20429
"ELOVL1"	"1"	43408958	43409401	444	8	20429
"FOXJ3"	"1"	43408958	43409401	444	8	20429
"P3H1"	"1"	43408958	43409401	444	8	20429
"C1orf50"	"1"	43408958	43409401	444	8	20429
"ZNF691"	"1"	43408958	43409401	444	8	20429
"SZT2"	"1"	43408958	43409401	444	8	20429
"MED8"	"1"	43408958	43409401	444	8	20429
"KDM4A-AS1"	"1"	44002143	44002595	453	8	20430
"ST3GAL3"	"1"	44002143	44002595	453	8	20430
"B4GALT2"	"1"	44002143	44002595	453	8	20430
"CCDC24"	"1"	44002143	44002595	453	8	20430
"CFAP57"	"1"	44002143	44002595	453	8	20430
"EBNA1BP2"	"1"	44002143	44002595	453	8	20430
"MIR6733"	"1"	44002143	44002595	453	8	20430
"TMEM125"	"1"	44002143	44002595	453	8	20430
"CDC20"	"1"	44002143	44002595	453	8	20430
"SZT2"	"1"	44002143	44002595	453	8	20430
"MED8"	"1"	44002143	44002595	453	8	20430
"ELOVL1"	"1"	44002143	44002595	453	8	20430
"MIR6734"	"1"	44002143	44002595	453	8	20430
"PIK3R3"	"1"	46300404	46300813	410	8	20432
"TSPAN1"	"1"	46300404	46300813	410	8	20432
"PRDX1"	"1"	46300404	46300813	410	8	20432
"LRRC41"	"1"	46300404	46300813	410	8	20432
"UQCRH"	"1"	46300404	46300813	410	8	20432
"GPBP1L1"	"1"	46300404	46300813	410	8	20432
"TMEM69"	"1"	46300404	46300813	410	8	20432
"IPP"	"1"	46300404	46300813	410	8	20432
"MKNK1"	"1"	47158813	47159347	535	8	20433
"MOB3C"	"1"	47158813	47159347	535	8	20433
"ATPAF1"	"1"	47158813	47159347	535	8	20433
"TEX38"	"1"	47158813	47159347	535	8	20433
"EFCAB14-AS1"	"1"	47158813	47159347	535	8	20433
"EFCAB14"	"1"	47158813	47159347	535	8	20433
"TTC39A-AS1"	"1"	51779993	51780447	455	8	20438
"FGGY"	"1"	59282017	59282495	479	8	20443
"JUN"	"1"	59282017	59282495	479	8	20443
"LINC01135"	"1"	59282017	59282495	479	8	20443
"NFIA-AS1"	"1"	61707043	61707595	553	8	20445
"NFIA"	"1"	61707043	61707595	553	8	20445
"NFIA"	"1"	62034222	62034763	542	8	20447
"LINC01359"	"1"	65363701	65364222	522	8	20450
"GNG5"	"1"	84485895	84486429	535	8	20462
"SPATA1"	"1"	84485895	84486429	535	8	20462
"CCDC18-AS1"	"1"	94018413	94018858	446	8	20467
"DR1"	"1"	94018413	94018858	446	8	20467
"FNBP1L"	"1"	94018413	94018858	446	8	20467
"LOC100129046"	"1"	94018413	94018858	446	8	20467
"ADORA3"	"1"	112050658	112051319	662	8	20471
"HMGCS2"	"1"	120604147	120604513	367	8	20474
"HSD17B7"	"1"	162701251	162701693	443	8	20484
"UAP1"	"1"	162701251	162701693	443	8	20484
"DDR2"	"1"	162701251	162701693	443	8	20484
"SLC19A2"	"1"	169534966	169535501	536	8	20490
"F5"	"1"	169534966	169535501	536	8	20490
"SELL"	"1"	169534966	169535501	536	8	20490
"METTL18"	"1"	169534966	169535501	536	8	20490
"C1orf112"	"1"	169534966	169535501	536	8	20490
"SCYL3"	"1"	169534966	169535501	536	8	20490
"NME7"	"1"	169534966	169535501	536	8	20490
"BLZF1"	"1"	169534966	169535501	536	8	20490
"CCDC181"	"1"	169534966	169535501	536	8	20490
"CEP350"	"1"	179899619	179900355	737	8	20496
"QSOX1"	"1"	179899619	179900355	737	8	20496
"TOR1AIP2"	"1"	179899619	179900355	737	8	20496
"TOR1AIP1"	"1"	179899619	179900355	737	8	20496
"QSOX1"	"1"	180067743	180068108	366	8	20497
"TOR1AIP2"	"1"	180067743	180068108	366	8	20497
"TOR1AIP1"	"1"	180067743	180068108	366	8	20497
"SMG7"	"1"	183497622	183498101	480	8	20498
"SMG7-AS1"	"1"	183497622	183498101	480	8	20498
"TSEN15"	"1"	184512402	184512813	412	8	20499
"FAM129A"	"1"	184833195	184833751	557	8	20501
"SWT1"	"1"	184833195	184833751	557	8	20501
"TRMT1L"	"1"	184833195	184833751	557	8	20501
"EDEM3"	"1"	184833195	184833751	557	8	20501
"CSRP1"	"1"	201747419	201747979	561	8	20508
"RPS10P7"	"1"	201747419	201747979	561	8	20508
"LINC01693"	"1"	211775479	211776054	576	8	20520
"PPP2R5A"	"1"	212263822	212264222	401	8	20521
"LOC101929541"	"1"	212263822	212264222	401	8	20521
"DEGS1"	"1"	224227795	224228301	507	8	20528
"TP53BP2"	"1"	224227795	224228301	507	8	20528
"GTF2IP20"	"1"	224227795	224228301	507	8	20528
"LOC100287497"	"1"	224227795	224228301	507	8	20528
"FBXO28"	"1"	224227795	224228301	507	8	20528
"SDE2"	"1"	226315329	226315895	567	8	20531
"H3F3A"	"1"	226315329	226315895	567	8	20531
"ACBD3"	"1"	226315329	226315895	567	8	20531
"LIN9"	"1"	226315329	226315895	567	8	20531
"MIR3620"	"1"	226315329	226315895	567	8	20531
"SNAP47"	"1"	227975505	227976245	741	8	20534
"JMJD4"	"1"	227975505	227976245	741	8	20534
"WNT9A"	"1"	227975505	227976245	741	8	20534
"MIR5008"	"1"	227975505	227976245	741	8	20534
"RNF187"	"1"	227975505	227976245	741	8	20534
"CCSAP"	"1"	229013001	229013629	629	8	20537
"RAB4A"	"1"	229416179	229416769	591	8	20541
"C1orf198"	"1"	230975751	230976345	595	8	20545
"LOC101927765"	"1"	235246951	235247569	619	8	20549
"COA6"	"1"	235246951	235247569	619	8	20549
"TARBP1"	"1"	235246951	235247569	619	8	20549
"LINC01354"	"1"	235246951	235247569	619	8	20549
"IRF2BP2"	"1"	235246951	235247569	619	8	20549
"LINC00184"	"1"	235246951	235247569	619	8	20549
"LOC101927787"	"1"	235246951	235247569	619	8	20549
"LINC01132"	"1"	235246951	235247569	619	8	20549
"LOC101927851"	"1"	235246951	235247569	619	8	20549
"B3GALNT2"	"1"	236173151	236173895	745	8	20550
"EDARADD"	"1"	236260420	236260822	403	8	20551
"LGALS8"	"1"	236260420	236260822	403	8	20551
"PFKFB3"	"10"	6152139	6152872	734	8	20558
"MIR3155A"	"10"	6152139	6152872	734	8	20558
"MIR3155B"	"10"	6152139	6152872	734	8	20558
"RBM17"	"10"	6152139	6152872	734	8	20558
"CDNF"	"10"	14587850	14588351	502	8	20565
"HSPA14"	"10"	14587850	14588351	502	8	20565
"SUV39H2"	"10"	14611751	14612327	577	8	20566
"ACBD7-DCLRE1CP1"	"10"	14611751	14612327	577	8	20566
"ACBD7"	"10"	14611751	14612327	577	8	20566
"C10orf111"	"10"	14611751	14612327	577	8	20566
"RPP38"	"10"	14611751	14612327	577	8	20566
"CDNF"	"10"	14611751	14612327	577	8	20566
"HSPA14"	"10"	14611751	14612327	577	8	20566
"DCLRE1C"	"10"	14611751	14612327	577	8	20566
"MEIG1"	"10"	14611751	14612327	577	8	20566
"NRP1"	"10"	34307738	34308119	382	8	20577
"TFAM"	"10"	60108300	60108767	468	8	20585
"UBE2D1"	"10"	60108300	60108767	468	8	20585
"CISD1"	"10"	60108300	60108767	468	8	20585
"IPMK"	"10"	60108300	60108767	468	8	20585
"ANK3"	"10"	62422459	62422939	481	8	20588
"DDX50"	"10"	70597439	70597959	521	8	20590
"DDX21"	"10"	70597439	70597959	521	8	20590
"PBLD"	"10"	70597439	70597959	521	8	20590
"HNRNPH3"	"10"	70597439	70597959	521	8	20590
"SLC25A16"	"10"	70597439	70597959	521	8	20590
"ASCC1"	"10"	73729872	73730428	557	8	20592
"ANAPC16"	"10"	73729872	73730428	557	8	20592
"DDIT4"	"10"	73729872	73730428	557	8	20592
"CHST3"	"10"	73729872	73730428	557	8	20592
"CHST3"	"10"	73982912	73983390	479	8	20593
"COMTD1"	"10"	76011959	76012451	493	8	20595
"SAMD8"	"10"	76011959	76012451	493	8	20595
"DUSP13"	"10"	76011959	76012451	493	8	20595
"VDAC2"	"10"	76011959	76012451	493	8	20595
"POLR3A"	"10"	79924512	79924962	451	8	20598
"RPS24"	"10"	79924512	79924962	451	8	20598
"ZMIZ1-AS1"	"10"	80733339	80733862	524	8	20599
"ZMIZ1"	"10"	80733339	80733862	524	8	20599
"PPIF"	"10"	80733339	80733862	524	8	20599
"POLR3A"	"10"	80733339	80733862	524	8	20599
"RPS24"	"10"	80733339	80733862	524	8	20599
"FAM35A"	"10"	88768173	88768450	278	8	20604
"GLUD1"	"10"	88768173	88768450	278	8	20604
"AGAP11"	"10"	88768173	88768450	278	8	20604
"ADIRF"	"10"	88768173	88768450	278	8	20604
"PIK3AP1"	"10"	98332740	98333250	511	8	20606
"LCOR"	"10"	98332740	98333250	511	8	20606
"MIR607"	"10"	98332740	98333250	511	8	20606
"LOC102723665"	"10"	98332740	98333250	511	8	20606
"SLC25A28"	"10"	101272884	101273301	418	8	20608
"GSTO2"	"10"	106079009	106079459	451	8	20612
"MIR4482"	"10"	106079009	106079459	451	8	20612
"XPNPEP1"	"10"	112022862	112023284	423	8	20616
"MXI1"	"10"	112022862	112023284	423	8	20616
"PDCD4-AS1"	"10"	112617200	112617756	557	8	20617
"PDCD4"	"10"	112617200	112617756	557	8	20617
"ADRB1"	"10"	115816762	115817209	448	8	20621
"PDZD8"	"10"	119151159	119151920	762	8	20624
"ATE1"	"10"	123794662	123795189	528	8	20625
"ATE1-AS1"	"10"	123794662	123795189	528	8	20625
"NSMCE4A"	"10"	123794662	123795189	528	8	20625
"TACC2"	"10"	123794662	123795189	528	8	20625
"FAM53B-AS1"	"10"	126379651	126380138	488	8	20627
"ADAM8"	"10"	135075140	135075943	804	8	20632
"TUBGCP2"	"10"	135075140	135075943	804	8	20632
"ZNF511"	"10"	135075140	135075943	804	8	20632
"WEE1"	"11"	9554646	9555156	511	8	20634
"USP47"	"11"	12271204	12271645	442	8	20635
"MICAL2"	"11"	12271204	12271645	442	8	20635
"LOC105376554"	"11"	12271204	12271645	442	8	20635
"ABCC8"	"11"	17435213	17435736	524	8	20636
"LUZP2"	"11"	24858512	24859004	493	8	20640
"ALX4"	"11"	44610761	44611256	496	8	20647
"CD82"	"11"	44610761	44611256	496	8	20647
"AMBRA1"	"11"	46575657	46576336	680	8	20648
"ATG13"	"11"	46575657	46576336	680	8	20648
"HARBI1"	"11"	46575657	46576336	680	8	20648
"ARHGAP1"	"11"	46575657	46576336	680	8	20648
"ZNF408"	"11"	46575657	46576336	680	8	20648
"CREB3L1"	"11"	46575657	46576336	680	8	20648
"MS4A7"	"11"	60144046	60144556	511	8	20653
"RPLP0P2"	"11"	61374811	61375267	457	8	20655
"NEAT1"	"11"	65236246	65236734	489	8	20658
"MIR612"	"11"	65236246	65236734	489	8	20658
"MALAT1"	"11"	65236246	65236734	489	8	20658
"TALAM1"	"11"	65236246	65236734	489	8	20658
"MASCRNA"	"11"	65236246	65236734	489	8	20658
"PTPRCAP"	"11"	65236246	65236734	489	8	20658
"CORO1B"	"11"	65236246	65236734	489	8	20658
"GPR152"	"11"	65236246	65236734	489	8	20658
"CABP4"	"11"	65236246	65236734	489	8	20658
"SYVN1"	"11"	65236246	65236734	489	8	20658
"MIR6751"	"11"	65236246	65236734	489	8	20658
"SLC25A45"	"11"	65236246	65236734	489	8	20658
"FRMD8"	"11"	65236246	65236734	489	8	20658
"NEAT1"	"11"	65244752	65245398	647	8	20659
"MIR612"	"11"	65244752	65245398	647	8	20659
"MALAT1"	"11"	65244752	65245398	647	8	20659
"TALAM1"	"11"	65244752	65245398	647	8	20659
"MASCRNA"	"11"	65244752	65245398	647	8	20659
"PTPRCAP"	"11"	65244752	65245398	647	8	20659
"CORO1B"	"11"	65244752	65245398	647	8	20659
